SaleID,name,regDate,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,regionCode,seller,offerType,creatDate,price
130588,奔驰GLC 2018款 GLC 260 4MATIC 动感型,2024-01-30,动感型,奔驰GLC,6,2,0,59,15745,0,8926,个人,0,2024-06-27,82
523865,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-12-19,四驱豪华型,凯迪拉克XT5,5,4,0,138,85505,1,9179,个人,1,2024-06-27,42
252733,别克GL8 2011款 3.0L XT豪华商务旗舰版,2023-11-16,XT豪华商务旗舰版,别克GL8,0,5,1,87,274777,1,2780,个人,0,2024-06-27,12
818187,奔驰M级 2012款 ML 300,2023-07-06,300,奔驰M级,1,0,1,100,99570,1,8563,个人,0,2024-06-27,40
998966,宝马M4 2014款 M4敞篷轿跑车,2023-10-27,M4敞篷轿跑车,宝马M4,5,2,1,208,91896,0,8537,个人,0,2024-06-27,26
571462,雷克萨斯IS 2009款 300 炫动版,2023-09-26,炫动版,雷克萨斯IS,4,3,1,213,181229,0,5407,个人,0,2024-06-27,30
712215,捷豹XEL 2020款 2.0T 200PS R-DYNAMIC 青春运动版,2024-06-09,青春运动版,捷豹XEL,1,1,1,100,159007,1,6848,个人,0,2024-06-27,38
413974,奥迪A4L 2019款 40 TFSI 时尚型 国VI,2024-02-13,国VI,奥迪A4L,7,4,0,119,257934,1,8533,个人,0,2024-06-27,69
609119,凯迪拉克XT5 2018款 28T 四驱豪华型,2024-04-01,四驱豪华型,凯迪拉克XT5,6,0,1,276,94050,0,4102,个人,0,2024-06-27,51
665626,MINI 2015款 2.0T COOPER S 五门版,2024-04-12,五门版,MINI,0,5,1,65,446,0,7405,个人,1,2024-06-27,77
239837,本田CR-V 2012款 2.0L 四驱经典版,2024-05-03,四驱经典版,本田CR-V,2,0,0,284,266833,1,5174,个人,0,2024-06-27,38
217746,凯迪拉克XTS 2018款 28T 技术型,2024-06-18,技术型,凯迪拉克XTS,4,5,0,66,221581,0,9778,个人,1,2024-06-27,41
266230,奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,2024-06-05,商务型臻藏版,奔驰R级,3,4,1,215,98681,1,2211,个人,1,2024-06-27,31
658616,Cayman 2015款 Cayman Style Edition 2.7L,2023-11-28,2.7L,Cayman,0,5,1,94,79804,1,2156,个人,1,2024-06-27,62
614811,奔驰C级(进口) 2019款 C 260 4MATIC 轿跑车,2024-01-09,轿跑车,奔驰C级(进口),2,0,0,77,165973,0,5816,个人,0,2024-06-27,89
199526,奔驰GL级 2015款 GL 400 4MATIC动感型,2024-06-07,4MATIC动感型,奔驰GL级,6,1,1,290,264084,0,2418,个人,1,2024-06-27,92
846671,宝马5系 2018款 528Li 上市特别版,2023-12-19,上市特别版,宝马5系,7,5,1,95,183217,0,9562,个人,0,2024-06-27,10
984034,朗逸 2019款 280TSI DSG舒适版 国VI,2023-07-24,国VI,朗逸,2,5,0,155,265719,0,6978,个人,0,2024-06-27,47
232975,捷达 2015款 1.6L 手动时尚型,2024-06-17,手动时尚型,捷达,1,0,1,276,73932,1,4807,个人,0,2024-06-27,45
864591,宝马3系 2021款 325Li M运动套装,2023-10-06,M运动套装,宝马3系,3,3,1,130,18932,0,6586,个人,0,2024-06-27,38
502533,奔驰V级 2017款 V 260 领航版,2023-07-12,领航版,奔驰V级,3,5,1,90,11750,1,6766,个人,1,2024-06-27,95
147632,奔驰C级 2018款 C 200 L 运动版,2024-04-16,运动版,奔驰C级,3,0,0,108,57861,0,8521,个人,0,2024-06-27,17
375474,MINI CLUBMAN 2016款 改款 1.5T COOPER,2023-07-21,COOPER,MINI,7,3,0,91,271147,0,9436,个人,0,2024-06-27,33
115234,天籁 2020款 2.0L XL 舒适版,2023-10-29,舒适版,天籁,5,3,1,115,80566,0,3192,个人,1,2024-06-27,59
836669,奔驰GLB 2022款 GLB 200 时尚型,2023-09-23,时尚型,奔驰GLB,7,3,0,266,266334,1,3105,个人,0,2024-06-27,46
144968,揽胜 2014款 3.0 V6 SC Vogue SE 创世加长版,2024-01-07,创世加长版,揽胜,3,2,0,269,213504,1,8371,个人,0,2024-06-27,85
786247,奔驰GLC 2016款 GLC 260 4MATIC 豪华型,2024-05-15,豪华型,奔驰GLC,7,1,0,152,36245,0,6515,个人,1,2024-06-27,54
268881,奥迪A6L 2017款 30 FSI 舒适型,2024-03-10,舒适型,奥迪A6L,4,1,0,88,29036,0,6849,个人,1,2024-06-27,30
280393,奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,2024-04-26,豪华型,奔驰GLC,2,5,0,82,161257,1,9421,个人,1,2024-06-27,32
225637,揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,2023-11-12,DYNAMIC,揽胜运动版,6,5,0,91,53182,0,7442,个人,0,2024-06-27,67
382691,奔驰C级 2017款 改款 C 180 L 时尚型运动版,2024-06-20,时尚型运动版,奔驰C级,2,4,0,116,54276,1,6578,个人,0,2024-06-27,60
591245,奔驰GLB 2022款 GLB 200 时尚型,2024-04-10,时尚型,奔驰GLB,4,1,0,101,39961,1,6224,个人,1,2024-06-27,82
932657,沃尔沃XC90 2022款 B6 智逸豪华版 7座,2023-10-31,7座,沃尔沃XC90,0,0,0,250,70568,0,1247,个人,1,2024-06-27,22
752506,奥迪A6L 2021款 45 TFSI quattro 尊享致雅型,2023-11-01,尊享致雅型,奥迪A6L,1,0,1,59,79614,0,2261,个人,0,2024-06-27,68
800214,宝马M2 2018款 M2,2024-05-05,M2,宝马M2,1,2,0,208,162664,1,4157,个人,1,2024-06-27,83
320736,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2023-09-25,动感型,奔驰GLC,6,0,1,252,19289,1,2321,个人,1,2024-06-27,68
661849,英菲尼迪QX80 2016款 5.6L 4WD,2023-08-26,4WD,英菲尼迪QX80,2,3,0,264,98015,1,7103,个人,0,2024-06-27,70
273629,发现 2021款 360PS R-Dynamic S,2023-10-17,S,发现,0,4,1,115,78606,1,2585,个人,0,2024-06-27,78
996723,奔驰E级 2016款 E 300 L 时尚型,2024-02-02,时尚型,奔驰E级,0,2,0,191,89454,0,3226,个人,1,2024-06-27,97
134672,奔驰CLS 2012款 CLS 300 CGI,2023-10-28,CGI,奔驰CLS,1,5,1,179,139954,0,2178,个人,0,2024-06-27,44
824070,奔驰GLB 2022款 GLB 200 动感型,2024-04-02,动感型,奔驰GLB,7,6,1,140,60270,0,7327,个人,1,2024-06-27,47
318515,宝马7系 2013款 730Li 豪华型,2023-10-10,豪华型,宝马7系,7,5,0,186,193655,1,6181,个人,1,2024-06-27,18
634514,沃尔沃XC60(进口) 2012款 T5 智雅版,2023-08-09,智雅版,沃尔沃XC60(进口),6,5,1,116,91924,0,8355,个人,0,2024-06-27,13
298615,奔驰E级 2018款 E 200 运动型 4MATIC,2024-06-22,4MATIC,奔驰E级,4,5,0,110,134932,0,6935,个人,1,2024-06-27,89
828502,宝马X5(进口) 2015款 xDrive28i,2024-04-07,xDrive28i,宝马X5(进口),4,6,1,230,143601,1,5847,个人,1,2024-06-27,82
645773,奥迪A6L 2018款 30周年年型 30 FSI 风尚型,2023-10-30,风尚型,奥迪A6L,1,2,0,50,231092,0,8766,个人,0,2024-06-27,69
146955,宝马5系(进口) 2012款 530i 领先型 旅行版,2023-07-17,旅行版,宝马5系(进口),4,6,1,204,202245,1,8018,个人,1,2024-06-27,21
113144,宝马X5(进口) 2020款 xDrive30i M运动套装,2023-07-19,M运动套装,宝马X5(进口),7,4,0,225,2255,1,5146,个人,1,2024-06-27,55
536268,奔驰S级 2018款 S 320 L,2024-06-08,L,奔驰S级,5,3,1,53,166895,0,3870,个人,1,2024-06-27,34
303147,传祺M6 2021款 Pro 270T 自动豪华版,2023-11-10,自动豪华版,传祺M6,6,2,1,230,113315,0,9912,个人,1,2024-06-27,52
299474,宝马5系 2011款 523Li 豪华型,2023-08-29,豪华型,宝马5系,2,1,1,240,123249,1,3297,个人,0,2024-06-27,37
570601,揽胜极光 2021款 极光L 249PS R-Dynamic HSE奢享版,2024-02-26,HSE奢享版,揽胜极光,0,5,0,256,2137,0,1503,个人,0,2024-06-27,86
291679,Panamera 2010款 Panamera 4 3.6L,2024-04-24,3.6L,Panamera,7,5,1,161,22076,0,9974,个人,1,2024-06-27,72
474849,奔驰B级 2020款 B 180,2024-06-07,180,奔驰B级,7,6,0,268,163824,0,5410,个人,0,2024-06-27,30
567785,宝马3系 2010款 325i 时尚型,2024-05-25,时尚型,宝马3系,1,6,1,225,29703,0,6603,个人,0,2024-06-27,27
211613,奥迪A6L 2011款 2.8 FSI 舒适型,2024-06-02,舒适型,奥迪A6L,2,3,1,223,16322,1,9064,个人,1,2024-06-27,8
733797,凯迪拉克XTS 2018款 28T 技术型,2023-09-24,技术型,凯迪拉克XTS,4,2,0,132,83665,0,7505,个人,1,2024-06-27,89
703759,别克GL8 2013款 2.4L CT豪华商务舒适版,2023-10-01,CT豪华商务舒适版,别克GL8,2,6,1,200,132381,1,7075,个人,1,2024-06-27,84
383116,探界者 2018款 550T 自动四驱拓界版,2023-12-15,自动四驱拓界版,探界者,4,3,0,103,44720,1,1310,个人,1,2024-06-27,51
436809,蒙迪欧 2013款 2.0L GTDi240豪华运动型,2024-05-21,GTDi240豪华运动型,蒙迪欧,4,6,0,121,15751,1,1262,个人,0,2024-06-27,70
388345,奔驰GLC 2018款 GLC 260 4MATIC 动感型,2024-06-20,动感型,奔驰GLC,3,1,0,275,194004,0,9282,个人,1,2024-06-27,46
129736,凯迪拉克XT5 2018款 28T 四驱豪华型,2024-04-10,四驱豪华型,凯迪拉克XT5,7,6,1,293,160084,1,9778,个人,1,2024-06-27,71
613457,别克GL8 2011款 3.0L XT豪华商务旗舰版,2024-01-11,XT豪华商务旗舰版,别克GL8,3,6,0,290,99961,1,2205,个人,0,2024-06-27,34
664338,奔驰M级 2012款 ML 300,2024-03-14,300,奔驰M级,0,0,0,95,36628,1,2632,个人,0,2024-06-27,51
292224,宝马M4 2014款 M4敞篷轿跑车,2023-09-21,M4敞篷轿跑车,宝马M4,6,6,0,258,202642,1,8006,个人,1,2024-06-27,25
630231,雷克萨斯IS 2009款 300 炫动版,2023-10-01,炫动版,雷克萨斯IS,4,6,0,67,172711,1,7155,个人,1,2024-06-27,30
331884,捷豹XEL 2020款 2.0T 200PS R-DYNAMIC 青春运动版,2023-07-31,青春运动版,捷豹XEL,2,2,1,285,137277,1,9707,个人,0,2024-06-27,96
559060,奥迪A4L 2019款 40 TFSI 时尚型 国VI,2024-05-06,国VI,奥迪A4L,5,6,0,161,118173,0,7762,个人,1,2024-06-27,24
305725,凯迪拉克XT5 2018款 28T 四驱豪华型,2024-04-07,四驱豪华型,凯迪拉克XT5,6,1,0,94,87406,1,3492,个人,1,2024-06-27,85
451688,MINI 2015款 2.0T COOPER S 五门版,2024-04-09,五门版,MINI,7,6,0,217,268150,0,8572,个人,0,2024-06-27,60
619418,本田CR-V 2012款 2.0L 四驱经典版,2023-07-23,四驱经典版,本田CR-V,3,2,0,51,76439,0,1092,个人,0,2024-06-27,94
336636,凯迪拉克XTS 2018款 28T 技术型,2023-11-21,技术型,凯迪拉克XTS,3,6,1,86,28275,0,4431,个人,1,2024-06-27,38
601496,奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,2024-02-14,商务型臻藏版,奔驰R级,7,4,0,73,99851,1,4585,个人,0,2024-06-27,38
270421,Cayman 2015款 Cayman Style Edition 2.7L,2024-04-12,2.7L,Cayman,7,0,1,274,104017,1,4455,个人,0,2024-06-27,76
205515,奔驰C级(进口) 2019款 C 260 4MATIC 轿跑车,2023-07-07,轿跑车,奔驰C级(进口),2,1,0,264,83823,0,4252,个人,1,2024-06-27,61
864367,奔驰GL级 2015款 GL 400 4MATIC动感型,2023-11-21,4MATIC动感型,奔驰GL级,4,1,1,105,46196,0,3656,个人,0,2024-06-27,68
789261,宝马5系 2018款 528Li 上市特别版,2024-04-05,上市特别版,宝马5系,4,3,0,144,22657,1,6035,个人,0,2024-06-27,99
466161,朗逸 2019款 280TSI DSG舒适版 国VI,2024-01-26,国VI,朗逸,7,0,0,104,273795,0,7558,个人,1,2024-06-27,48
387163,捷达 2015款 1.6L 手动时尚型,2023-08-16,手动时尚型,捷达,6,5,1,150,261022,0,7002,个人,1,2024-06-27,1
642409,宝马3系 2021款 325Li M运动套装,2023-09-19,M运动套装,宝马3系,2,4,1,267,790,0,9474,个人,1,2024-06-27,14
249295,奔驰V级 2017款 V 260 领航版,2023-07-30,领航版,奔驰V级,2,5,0,83,234144,0,5820,个人,0,2024-06-27,83
382811,奔驰C级 2018款 C 200 L 运动版,2024-06-02,运动版,奔驰C级,1,5,0,269,213123,1,6976,个人,0,2024-06-27,86
256892,MINI CLUBMAN 2016款 改款 1.5T COOPER,2023-08-20,COOPER,MINI,4,4,0,221,215975,0,6934,个人,0,2024-06-27,49
357331,天籁 2020款 2.0L XL 舒适版,2023-07-02,舒适版,天籁,7,4,0,184,60916,1,2703,个人,0,2024-06-27,16
644880,奔驰GLB 2022款 GLB 200 时尚型,2024-05-16,时尚型,奔驰GLB,4,4,1,200,295340,0,6442,个人,1,2024-06-27,8
669971,揽胜 2014款 3.0 V6 SC Vogue SE 创世加长版,2024-02-02,创世加长版,揽胜,1,1,1,128,263832,0,2599,个人,1,2024-06-27,97
667789,奔驰GLC 2016款 GLC 260 4MATIC 豪华型,2023-07-06,豪华型,奔驰GLC,2,5,1,125,275866,1,1041,个人,0,2024-06-27,43
989902,奥迪A6L 2017款 30 FSI 舒适型,2023-07-07,舒适型,奥迪A6L,7,4,1,99,2001,0,4288,个人,0,2024-06-27,95
955683,奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,2023-11-15,豪华型,奔驰GLC,7,1,0,253,12792,0,4005,个人,1,2024-06-27,50
922664,揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,2024-03-14,DYNAMIC,揽胜运动版,2,6,0,70,279108,1,6339,个人,1,2024-06-27,52
155657,奔驰C级 2017款 改款 C 180 L 时尚型运动版,2023-07-27,时尚型运动版,奔驰C级,6,3,0,174,149400,0,1423,个人,1,2024-06-27,69
929915,奔驰GLB 2022款 GLB 200 时尚型,2024-06-22,时尚型,奔驰GLB,3,1,0,175,89990,1,5752,个人,1,2024-06-27,46
230316,沃尔沃XC90 2022款 B6 智逸豪华版 7座,2023-09-23,7座,沃尔沃XC90,6,5,0,116,212427,1,2090,个人,0,2024-06-27,19
224495,奥迪A6L 2021款 45 TFSI quattro 尊享致雅型,2024-01-31,尊享致雅型,奥迪A6L,5,1,1,218,3074,1,4511,个人,1,2024-06-27,34
668908,宝马M2 2018款 M2,2023-11-29,M2,宝马M2,5,3,0,261,33016,1,9654,个人,1,2024-06-27,84
216339,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2023-12-23,动感型,奔驰GLC,2,0,0,155,281661,1,2522,个人,0,2024-06-27,10
825262,英菲尼迪QX80 2016款 5.6L 4WD,2024-02-04,4WD,英菲尼迪QX80,0,0,0,222,217109,0,2296,个人,0,2024-06-27,59
596034,发现 2021款 360PS R-Dynamic S,2024-06-24,S,发现,6,5,0,137,127816,0,7532,个人,1,2024-06-27,73
465789,奔驰E级 2016款 E 300 L 时尚型,2023-12-18,时尚型,奔驰E级,0,6,0,80,30080,1,9207,个人,1,2024-06-27,35
393941,奔驰CLS 2012款 CLS 300 CGI,2024-06-03,CGI,奔驰CLS,4,5,1,62,21111,1,8169,个人,1,2024-06-27,94
214034,奔驰GLB 2022款 GLB 200 动感型,2023-09-25,动感型,奔驰GLB,0,3,0,203,67212,0,5600,个人,0,2024-06-27,77
650397,宝马7系 2013款 730Li 豪华型,2024-05-02,豪华型,宝马7系,4,3,0,157,201551,0,4646,个人,1,2024-06-27,6
172072,沃尔沃XC60(进口) 2012款 T5 智雅版,2024-04-17,智雅版,沃尔沃XC60(进口),6,2,0,52,19493,0,5053,个人,1,2024-06-27,76
527877,奔驰E级 2018款 E 200 运动型 4MATIC,2023-10-26,4MATIC,奔驰E级,3,4,0,170,127783,1,3050,个人,1,2024-06-27,2
159547,宝马X5(进口) 2015款 xDrive28i,2024-05-26,xDrive28i,宝马X5(进口),0,6,1,194,287408,0,5465,个人,0,2024-06-27,88
133922,奥迪A6L 2018款 30周年年型 30 FSI 风尚型,2024-04-17,风尚型,奥迪A6L,7,4,0,189,256039,0,5226,个人,0,2024-06-27,90
943084,宝马5系(进口) 2012款 530i 领先型 旅行版,2023-09-08,旅行版,宝马5系(进口),4,6,1,223,144372,1,1684,个人,1,2024-06-27,66
861955,宝马X5(进口) 2020款 xDrive30i M运动套装,2023-09-02,M运动套装,宝马X5(进口),3,6,0,150,29879,1,7630,个人,1,2024-06-27,96
623288,奔驰S级 2018款 S 320 L,2023-12-12,L,奔驰S级,3,3,0,142,89945,0,5155,个人,0,2024-06-27,3
515577,传祺M6 2021款 Pro 270T 自动豪华版,2023-08-09,自动豪华版,传祺M6,4,5,0,86,81297,0,6460,个人,1,2024-06-27,54
